"","ID","Role"
"C. G., Gent.","C. G., Gent.","Author"
"Gibbon, Charles, fl. 1589-1604.","Gibbon, Charles, fl. 1589-1604.","Author"
"F. G., fl. 1570.","F. G., fl. 1570.","Author"
"H. G., fl. 1618.","H. G., fl. 1618.","Author"
"Goodyere, Henry, Sir, 1551 or 2-1629.","Goodyere, Henry, Sir, 1551 or 2-1629.","Author"
"Adams, Thomas, fl. 11612-1653.","Adams, Thomas, fl. 11612-1653.","Author"
"Greenham, Richard.","Greenham, Richard.","Author"
"R. G., fl. 1571.","R. G., fl. 1571.","Author"
"Grafton, Richard, d. 1572?","Grafton, Richard, d. 1572?","Author"
"T. G., Esquire.","T. G., Esquire.","Author"
"Gainsford, Thomas, d. 1624?","Gainsford, Thomas, d. 1624?","Author"
"T. G., fl. 1623.","T. G., fl. 1623.","Author"
"T. G., fl. 1616.","T. G., fl. 1616.","Author"
"Della Casa, Giovanni, 1503-1556.","Della Casa, Giovanni, 1503-1556.","Author"
"Henry VII, King of England, 1457-1509.","Henry VII, King of England, 1457-1509.","Author"
"Gale, Dunstan.","Gale, Dunstan.","Author"
"Gallobelgicus.","Gallobelgicus.","Author"
"Galvão, António, d. 1557.","Galvão, António, d. 1557.","Author"
"Hakluyt, Richard, 1552?","Hakluyt, Richard, 1552?","Author"
"Gamage, William.","Gamage, William.","Author"
"Synod of Gap.","Synod of Gap.","Author"
"García, Carlos, doctor.","García, Carlos, doctor.","Author"
"W. M. (William Melvin)","W. M. (William Melvin)","Author"
"Garcie, Pierre, called Ferrande, ca. 1435-ca. 1520.","Garcie, Pierre, called Ferrande, ca. 1435-ca. 1520.","Author"
"Copland, Robert, fl. 1508-1547.","Copland, Robert, fl. 1508-1547.","Author"
"Gardiner, Edmund.","Gardiner, Edmund.","Author"
"Gardiner, Richard, of Shrewsbury.","Gardiner, Richard, of Shrewsbury.","Author"
"Gardiner, Samuel, b. 1563 or 4.","Gardiner, Samuel, b. 1563 or 4.","Author"
"Rawley, William, 1588?","Rawley, William, 1588?","Author"
"Gardiner, Stephen, 1483?","Gardiner, Stephen, 1483?","Author"
"Hales, James, Sir, d. 1554.","Hales, James, Sir, d. 1554.","Author"
"Bale, John, 1495-1563.","Bale, John, 1495-1563.","Author"
"Wood, Michael, fl. 1553.","Wood, Michael, fl. 1553.","Author"
"Turner, William, d. 1568.","Turner, William, d. 1568.","Author"
"H. S.","H. S.","Author"
"Gardynare, Germen.","Gardynare, Germen.","Author"
"Breton, Nicholas, 1545?","Breton, Nicholas, 1545?","Author"
"Garden, Alexander, 1585?","Garden, Alexander, 1585?","Author"
"Garey, Samuel, 1582 or 3-1646.","Garey, Samuel, 1582 or 3-1646.","Author"
"John, of Garland, ca. 1195-ca. 1272.","John, of Garland, ca. 1195-ca. 1272.","Author"
"Garnier, Robert, 1544-1590.","Garnier, Robert, 1544-1590.","Author"
"Kyd, Thomas, 1558-1594.","Kyd, Thomas, 1558-1594.","Author"
"Pembroke, Mary Sidney Herbert, Countess of, 1561-1621.","Pembroke, Mary Sidney Herbert, Countess of, 1561-1621.","Author"
"Garrard, William, d. 1587.","Garrard, William, d. 1587.","Author"
"Hitchcock, Robert, Captain. aut","Hitchcock, Robert, Captain. aut","Author"
"Garrard, Thomas.","Garrard, Thomas.","Author"
"B. G. (Bernard Garter)","B. G. (Bernard Garter)","Author"
"Wood, Robert, Sir, fl. 1578.","Wood, Robert, Sir, fl. 1578.","Author"
"Tunstall, Cuthbert, 1474-1559.","Tunstall, Cuthbert, 1474-1559.","Author"
"Stokesley, John, 1475?","Stokesley, John, 1475?","Author"
"Googe, Barnabe, 1540-1594.","Googe, Barnabe, 1540-1594.","Author"
"Garter, Thomas.","Garter, Thomas.","Author"
"Garzoni, Tomaso, 1549?","Garzoni, Tomaso, 1549?","Author"
"Nash, Thomas, 1567-1601.","Nash, Thomas, 1567-1601.","Author"
"Blount, Edward, fl. 1588-1632.","Blount, Edward, fl. 1588-1632.","Author"
"Gascoigne, George, 1542?","Gascoigne, George, 1542?","Author"
"Innocent III, Pope, 1160 or 61-1216.","Innocent III, Pope, 1160 or 61-1216.","Author"
"Gataker, Thomas, 1574-1654.","Gataker, Thomas, 1574-1654.","Author"
"Sibbes, Richard, 1577-1635.","Sibbes, Richard, 1577-1635.","Author"
"Balmford, James, b. 1556.","Balmford, James, b. 1556.","Author"
"Bradshaw, William, 1571-1618.","Bradshaw, William, 1571-1618.","Author"
"Gates, Geffrey.","Gates, Geffrey.","Author"
"Gaultier, Jacques.","Gaultier, Jacques.","Author"
"Gregory XIII, Pope, 1502-1585.","Gregory XIII, Pope, 1502-1585.","Author"
"Gedde, Walter.","Gedde, Walter.","Author"
"Gelli, Giovanni Battista, 1498-1563.","Gelli, Giovanni Battista, 1498-1563.","Author"
"Barker, William, fl. 1572.","Barker, William, fl. 1572.","Author"
"Gellibrand, Henry, 1597-1636.","Gellibrand, Henry, 1597-1636.","Author"
"Geneva (Switzerland)","Geneva (Switzerland)","Author"
"Fills, Robert, fl. 1562.","Fills, Robert, fl. 1562.","Author"
"Geninges, John, d. 1660.","Geninges, John, d. 1660.","Author"
"Baes, Martin, engraver.","Baes, Martin, engraver.","engraver"
"Wilson, John, ca. 1575-ca. 1645?","Wilson, John, ca. 1575-ca. 1645?","Author"
"Gentleman, Tobias.","Gentleman, Tobias.","Author"
"Georgijević, Bartolomej, d. ca. 1566.","Georgijević, Bartolomej, d. ca. 1566.","Author"
"Gough, Hugh, fl. 1569.","Gough, Hugh, fl. 1569.","Author"
"Gerard, John, 1545-1612.","Gerard, John, 1545-1612.","Author"
"Johnson, Thomas, d. 1644.","Johnson, Thomas, d. 1644.","Author"
"Payne, John, d. 1647?","Payne, John, d. 1647?","engraver"
"Dodoens, Rembert, 1517-1585.","Dodoens, Rembert, 1517-1585.","Author"
"Hyperius, Andreas, 1511-1564.","Hyperius, Andreas, 1511-1564.","Author"
"Newton, Thomas, 1542?","Newton, Thomas, 1542?","Author"
"Gerhard, Johann, 1582-1637.","Gerhard, Johann, 1582-1637.","Author"
"Winterton, Ralph, 1600-1636.","Winterton, Ralph, 1600-1636.","Author"
"Bacon, Nathaniel, 1593-1660.","Bacon, Nathaniel, 1593-1660.","Author"
"Gentleman well deserving that hath suffered much in those warres.","Gentleman well deserving that hath suffered much in those warres.","Author"
"Gesner, Konrad, 1516-1565.","Gesner, Konrad, 1516-1565.","Author"
"Hill, Thomas, b. ca. 1528.","Hill, Thomas, b. ca. 1528.","Author"
"Baker, George, 1540-1600.","Baker, George, 1540-1600.","Author"
"Bacon, Roger, 1214?","Bacon, Roger, 1214?","Author"
"Morwen, Peter.","Morwen, Peter.","Author"
"Geveren, Sheltco à.","Geveren, Sheltco à.","Author"
"Khālid ibn Yazīd al-Umawī, 7th cent.","Khālid ibn Yazīd al-Umawī, 7th cent.","Author"
"Simon, of Cologne, d. 1442?","Simon, of Cologne, d. 1442?","Author"
"Gibbons, Orlando, 1583-1625.","Gibbons, Orlando, 1583-1625.","Author"
"Gibson, Abraham, b. 1586 or 7.","Gibson, Abraham, b. 1586 or 7.","Author"
"Pontaymeri, Alexandre de, d. 1618.","Pontaymeri, Alexandre de, d. 1618.","Author"
"Gibson, Anthony.","Gibson, Anthony.","Author"
"Gibson, John, fl. 1579-1599.","Gibson, John, fl. 1579-1599.","Author"
"Gibson, Leonard.","Gibson, Leonard.","Author"
"Gibson, Samuel.","Gibson, Samuel.","Author"
"Gibson, Thomas, M.A.","Gibson, Thomas, M.A.","Author"
"Gybson, Thomas, fl. 1583.","Gybson, Thomas, fl. 1583.","Author"
"Gybson, Thomas, d. 1562.","Gybson, Thomas, d. 1562.","Author"
"Gibson, William, ballad writer.","Gibson, William, ballad writer.","Author"
"Gifford, Humphrey.","Gifford, Humphrey.","Author"
"Tolomei, Claudio, 1492-1555.","Tolomei, Claudio, 1492-1555.","Author"
"Gill, Alexander, 1597-1642.","Gill, Alexander, 1597-1642.","Author"
"Gill, Alexander, 1565-1635.","Gill, Alexander, 1565-1635.","Author"
"Watson, William, 1559?","Watson, William, 1559?","Author"
"Gilbert, Humphrey, Sir, 1539?","Gilbert, Humphrey, Sir, 1539?","Author"
"Gilbert, William, 1597?","Gilbert, William, 1597?","Author"
"Gildas, 516?","Gildas, 516?","Author"
"Abingdon, Thomas.","Abingdon, Thomas.","Author"
"Gillespie, George, 1613-1648.","Gillespie, George, 1613-1648.","Author"
"Gilpin, Bernard, 1517-1583.","Gilpin, Bernard, 1517-1583.","Author"
"Giovio, Paolo, 1483-1552.","Giovio, Paolo, 1483-1552.","Author"
"[Giulio, da Milano].","[Giulio, da Milano].","Author"
"Glanville, John, Sir, 1586-1661.","Glanville, John, Sir, 1586-1661.","Author"
"Martin, Henry, Sir, 1562?","Martin, Henry, Sir, 1562?","Author"
"Glanville, Ranulf de, 1130-1190.","Glanville, Ranulf de, 1130-1190.","Author"
"Staunford, William, Sir, 1509-1558.","Staunford, William, Sir, 1509-1558.","Author"
"Glapthorne, Henry.","Glapthorne, Henry.","Author"
"Sidney, Philip, Sir, 1554-1586.","Sidney, Philip, Sir, 1554-1586.","Author"
"Baley, Walter, 1529-1592.","Baley, Walter, 1529-1592.","Author"
"Glaucus, James.","Glaucus, James.","Author"
"Clever, William, schoolmaster.","Clever, William, schoolmaster.","Author"
"God, John.","God, John.","Author"
"Goddard, William, fl. 1615.","Goddard, William, fl. 1615.","Author"
"Alexander, the Great, 356-323 B.C.","Alexander, the Great, 356-323 B.C.","Author"
"Diogenes, d. ca. 323 B.C.","Diogenes, d. ca. 323 B.C.","Author"
"Godskall, James.","Godskall, James.","Author"
"Godwin, Francis, 1562-1633.","Godwin, Francis, 1562-1633.","Author"
"Godwin, Morgan, 1602 or 3-1645.","Godwin, Morgan, 1602 or 3-1645.","Author"
"Goodwin, Thomas, 1586 or 7-1642.","Goodwin, Thomas, 1586 or 7-1642.","Author"
"Fernel, Jean, 1497-1558.","Fernel, Jean, 1497-1558.","Author"
"Riolan, Jean, 1538-1605.","Riolan, Jean, 1538-1605.","Author"
"Góis, Damião de, 1502-1574.","Góis, Damião de, 1502-1574.","Author"
"More, John, fl. 1533.","More, John, fl. 1533.","Author"
"Goeurot, Jean.","Goeurot, Jean.","Author"
"Phayer, Thomas, 1510?","Phayer, Thomas, 1510?","Author"
"Houssemaine, Nicolas de, d. 1523.","Houssemaine, Nicolas de, d. 1523.","Author"
"Goffe, Thomas, 1591-1629.","Goffe, Thomas, 1591-1629.","Author"
"Goldwel, Henry.","Goldwel, Henry.","Author"
"Gombauld, Jean Ogier de, d. 1666.","Gombauld, Jean Ogier de, d. 1666.","Author"
"Passe, Crispijn van de, ca. 1565-1637, ill.","Passe, Crispijn van de, ca. 1565-1637, ill.","Illustrator"
"Gaultier, Léonard, 1561-1641, engraver.","Gaultier, Léonard, 1561-1641, engraver.","engraver"
"Picart, Jean, ill.","Picart, Jean, ill.","Illustrator"
"Hurst, Richard.","Hurst, Richard.","Author"
"Gomersall, Robert, 1602-1646?","Gomersall, Robert, 1602-1646?","Author"
"González de Montes, R. (Raimundo), 16th cent.","González de Montes, R. (Raimundo), 16th cent.","Author"
"Skinner, Vincent, d. 1616.","Skinner, Vincent, d. 1616.","Author"
"González de Mendoza, Juan, 1545-1618.","González de Mendoza, Juan, 1545-1618.","Author"
"Parke, Robert, fl. 1588.","Parke, Robert, fl. 1588.","Author"
"Loyola, Martín Ignacio de, d. 1606.","Loyola, Martín Ignacio de, d. 1606.","Author"
"Goodall, Baptist.","Goodall, Baptist.","Author"
"Goodcole, Henry, 1586-1641.","Goodcole, Henry, 1586-1641.","Author"
"Goodman, Christopher, 1520?","Goodman, Christopher, 1520?","Author"
"Goodman, Godfrey, 1583-1656.","Goodman, Godfrey, 1583-1656.","Author"
"Goodman, Nicholas.","Goodman, Nicholas.","Author"
"Goodwin, George, fl. 1607-1620.","Goodwin, George, fl. 1607-1620.","Author"
"Vicars, John, 1579 or 80-1652.","Vicars, John, 1579 or 80-1652.","Author"
"Goodwin, Thomas, 1600-1680.","Goodwin, Thomas, 1600-1680.","Author"
"Goodwin, Christopher.","Goodwin, Christopher.","Author"
"Blundeston, Laurence.","Blundeston, Laurence.","Author"
"Chapman, George, 1559?","Chapman, George, 1559?","Author"
"Gordon, John, 1544-1619.","Gordon, John, 1544-1619.","Author"
"Grimeston, Edward.","Grimeston, Edward.","Author"
"Gordon, Patrick, fl. 1615-1650.","Gordon, Patrick, fl. 1615-1650.","Author"
"Gordon, Robert, Sir, d. 1627?","Gordon, Robert, Sir, d. 1627?","Author"
"Bainbridge, John, 1582-1643.","Bainbridge, John, 1582-1643.","Author"
"Gore, John, Rector of Wendenlofts, Essex.","Gore, John, Rector of Wendenlofts, Essex.","Author"
"Gore, John, Rector of Wendenlofts, Essex. Way to prosper.","Gore, John, Rector of Wendenlofts, Essex. Way to prosper.","Author"
"Gore, John, Rector of Wendenlofts, Essex. Way to be content.","Gore, John, Rector of Wendenlofts, Essex. Way to be content.","Author"
"Gore, John, Rector of Wendenlofts, Essex. Way to well-doing.","Gore, John, Rector of Wendenlofts, Essex. Way to well-doing.","Author"
"Gore, John, Rector of Wendenlofts, Essex. Summer sermon.","Gore, John, Rector of Wendenlofts, Essex. Summer sermon.","Author"
"Gore, John, Rector of Wendenlofts, Essex. Winter sermon.","Gore, John, Rector of Wendenlofts, Essex. Winter sermon.","Author"
"Gore, John, Rector of Wendenlofts, Essex. Unknowne kindnesse.","Gore, John, Rector of Wendenlofts, Essex. Unknowne kindnesse.","Author"
"Gore, John, Rector of Wendenlofts, Essex. Poore mans hope.","Gore, John, Rector of Wendenlofts, Essex. Poore mans hope.","Author"
"Gore, John, Rector of Wendenlofts, Essex. Oracle of God.","Gore, John, Rector of Wendenlofts, Essex. Oracle of God.","Author"
"Watson, Henry, fl. 1500-1518.","Watson, Henry, fl. 1500-1518.","Author"
"Gossenius, Gerardus.","Gossenius, Gerardus.","Author"
"Rivet, André, 1572-1651.","Rivet, André, 1572-1651.","Author"
"Gosselin, Peter.","Gosselin, Peter.","Author"
"Gosson, Stephen, 1554-1624.","Gosson, Stephen, 1554-1624.","Author"
"Gostwick, Roger, b. 1567 or 8.","Gostwick, Roger, b. 1567 or 8.","Author"
"Gosynhyll, Edward.","Gosynhyll, Edward.","Author"
"Pemble, William, 1592?","Pemble, William, 1592?","Author"
"Gods three arrowes. aut","Gods three arrowes. aut","Author"
"Gough, John, fl. 1561-1570.","Gough, John, fl. 1561-1570.","Author"
"Artour, Thomas.","Artour, Thomas.","Author"
"J. G. (John Gough), fl. 1640.","J. G. (John Gough), fl. 1640.","Author"
"Heliodorus, of Emesa.","Heliodorus, of Emesa.","Author"
"Goulart, Simon, 1543-1628.","Goulart, Simon, 1543-1628.","Author"
"Williamson, Thomas, 1593-1639.","Williamson, Thomas, 1593-1639.","Author"
"T. W., obscure Englishman.","T. W., obscure Englishman.","Author"
"Lydgate, John, 1370?","Lydgate, John, 1370?","Author"
"Gower, John, Master of Arts.","Gower, John, Master of Arts.","Author"
"Gower, John, 1325?","Gower, John, 1325?","Author"
"Gracián Dantisco, Lucas.","Gracián Dantisco, Lucas.","Author"
"Style, William, 1603-1679.","Style, William, 1603-1679.","Author"
"Cross, Thomas, fl. 1632-1682, engraver.","Cross, Thomas, fl. 1632-1682, engraver.","engraver"
"Grahame, Simion, ca. 1570-1614.","Grahame, Simion, ca. 1570-1614.","Author"
"Graile, Edmond, b. ca. 1577.","Graile, Edmond, b. ca. 1577.","Author"
"Mason, George, fl. 1620.","Mason, George, fl. 1620.","Author"
"Grange, John, fl. 1577.","Grange, John, fl. 1577.","Author"
"Granger, Thomas, b. 1578.","Granger, Thomas, b. 1578.","Author"
"Granger, Timothy.","Granger, Timothy.","Author"
"Baker, John, minister.","Baker, John, minister.","Author"
"Hooper, John, d. 1555.","Hooper, John, d. 1555.","Author"
"Garnier, Jean, d. 1574.","Garnier, Jean, d. 1574.","Author"
"Grassi, Giacomo di.","Grassi, Giacomo di.","Author"
"Churchyard, Thomas, 1520?","Churchyard, Thomas, 1520?","Author"
"I. G., Gentleman.","I. G., Gentleman.","Author"
"Gratarolo, Guglielmo, 1516?","Gratarolo, Guglielmo, 1516?","Author"
"Vennecool, Johann van de, 1577-1645.","Vennecool, Johann van de, 1577-1645.","Author"
"Dekker, Thomas, ca. 1572-1632.","Dekker, Thomas, ca. 1572-1632.","Author"
"Gray, Francis.","Gray, Francis.","Author"
"Gray, Robert, 16th/17th cent.","Gray, Robert, 16th/17th cent.","Author"
"Gray, William.","Gray, William.","Author"
"Greene, Robert, 1558?","Greene, Robert, 1558?","Author"
"Baker, Richard, Sir, 1568-1645.","Baker, Richard, Sir, 1568-1645.","Author"
"Rowlands, Samuel, 1570?","Rowlands, Samuel, 1570?","Author"
"Chettle, Henry, d. 1607?","Chettle, Henry, d. 1607?","Author"
"Rich, Barnabe, 1540?","Rich, Barnabe, 1540?","Author"
"Labé, Louise, 1526?","Labé, Louise, 1526?","Author"
"Ariosto, Lodovico, 1474-1533.","Ariosto, Lodovico, 1474-1533.","Author"
"Rinaldi, Oraziofin id s105920/upd.","Rinaldi, Oraziofin id s105920/upd.","Author"
"Giraldi, Giambattista Cinzio, 1504-1573.","Giraldi, Giambattista Cinzio, 1504-1573.","Author"
"Greene, Thomas, Town clerk of Stratford upon Avon.","Greene, Thomas, Town clerk of Stratford upon Avon.","Author"
"Holland, Henry, 1555 or 6-1603.","Holland, Henry, 1555 or 6-1603.","Author"
"Hill, Robert, d. 1623.","Hill, Robert, d. 1623.","Author"
"Greenham, Richard. aut","Greenham, Richard. aut","Author"
"Balbani, Niccolo, d. 1587.","Balbani, Niccolo, d. 1587.","Author"
"Crashaw, William, 1572-1626.","Crashaw, William, 1572-1626.","Author"
"Greenwood, Henry, b. 1544 or 5.","Greenwood, Henry, b. 1544 or 5.","Author"
"Greenwood, John, d. 1593.","Greenwood, John, d. 1593.","Author"
"Johnson, Francis, 1562-1618.","Johnson, Francis, 1562-1618.","Author"
"Throckmorton, Job, 1545-1601.","Throckmorton, Job, 1545-1601.","Author"
"Greepe, Thomas.","Greepe, Thomas.","Author"
"Gregory, of Nazianzus, Saint.","Gregory, of Nazianzus, Saint.","Author"
"Drant, Thomas, d. 1578?","Drant, Thomas, d. 1578?","Author"
"H. C.","H. C.","Author"
"Grent, John.","Grent, John.","Author"
"Greville, Fulke, Baron Brooke, 1554-1628.","Greville, Fulke, Baron Brooke, 1554-1628.","Author"
"Gribaldi, Matteo, d. 1564.","Gribaldi, Matteo, d. 1564.","Author"
"Aglionby, Edward, 1520-1587?","Aglionby, Edward, 1520-1587?","Author"
"Shepherd, Luke, fl. 1548.","Shepherd, Luke, fl. 1548.","Author"
"Calvin, Jean, 1509-1564.","Calvin, Jean, 1509-1564.","Author"
"Griffin, B., gent.","Griffin, B., gent.","Author"
"Balcanquhall, Walter, 1586?","Balcanquhall, Walter, 1586?","Author"
"Griffith, Matthew, 1599?","Griffith, Matthew, 1599?","Author"
"Goślicki, Wawrzyniec, 1530-1607.","Goślicki, Wawrzyniec, 1530-1607.","Author"
"Le Petit, Jean François, 1546-ca. 1615.","Le Petit, Jean François, 1546-ca. 1615.","Author"
"Meteren, Emmanuel van, 1535-1612.","Meteren, Emmanuel van, 1535-1612.","Author"
"Sichem, Christoffel van, ca. 1546-1624, engraver.","Sichem, Christoffel van, ca. 1546-1624, engraver.","engraver"
"Gringore, Pierre, ca. 1475-1538?","Gringore, Pierre, ca. 1475-1538?","Author"
"Bruyant, Jean, 14th cent.","Bruyant, Jean, 14th cent.","Author"
"Boccaccio, Giovanni, 1313-1375.","Boccaccio, Giovanni, 1313-1375.","Author"
"Carleton, George, 1559-1628.","Carleton, George, 1559-1628.","Author"
"Grotius, Hugo, 1583-1645.","Grotius, Hugo, 1583-1645.","Author"
"Sandys, George, 1578-1644.","Sandys, George, 1578-1644.","Author"
"Franciscus a Sancta Clara, 1598-1680.","Franciscus a Sancta Clara, 1598-1680.","Author"
"Gruffudd Hiraethog, d. 1564.","Gruffudd Hiraethog, d. 1564.","Author"
"Salesbury, William, 1520?","Salesbury, William, 1520?","Author"
"Grove, Mathew.","Grove, Mathew.","Author"
"Smith, Richard, fl. 1587.","Smith, Richard, fl. 1587.","Author"
"Grymes, Thomas.","Grymes, Thomas.","Author"
"Grymeston, Elizabeth.","Grymeston, Elizabeth.","Author"
"Berners, Juliana, b. 1388?","Berners, Juliana, b. 1388?","Author"
"Gryndall, William.","Gryndall, William.","Author"
"Guarini, Battista, 1538-1612.","Guarini, Battista, 1538-1612.","Author"
"Guazzo, Stefano, 1530-1593.","Guazzo, Stefano, 1530-1593.","Author"
"Pettie, George, 1548-1589.","Pettie, George, 1548-1589.","Author"
"Hellowes, Edward.","Hellowes, Edward.","Author"
"North, Thomas, Sir, 1535-1601?","North, Thomas, Sir, 1535-1601?","Author"
"Allègre, Antoine.","Allègre, Antoine.","Author"
"Bryan, Francis, Sir, d. 1550.","Bryan, Francis, Sir, d. 1550.","Author"
"Berners, John Bourchier, Lord, 1466 or 7-1533.","Berners, John Bourchier, Lord, 1466 or 7-1533.","Author"
"Balzac, Jean-Louis Guez, seigneur de, 1597-1654.","Balzac, Jean-Louis Guez, seigneur de, 1597-1654.","Author"
"Tyrwhit, William.","Tyrwhit, William.","Author"
"Bowman, Francis.","Bowman, Francis.","Author"
"Guybert, Philbert, d. 1633.","Guybert, Philbert, d. 1633.","Author"
"I. W., fl. 1639.","I. W., fl. 1639.","Author"
"Guicciardini, Francesco, 1483-1540.","Guicciardini, Francesco, 1483-1540.","Author"
"Guy, de Chauliac, ca. 1300-1368.","Guy, de Chauliac, ca. 1300-1368.","Author"
"Galen. De methodo medendi. Book 4. English.","Galen. De methodo medendi. Book 4. English.","Author"
"Guild, William, 1586-1657.","Guild, William, 1586-1657.","Author"
"Ratramnus, monk of Corbie, d. ca. 868.","Ratramnus, monk of Corbie, d. ca. 868.","Author"
"Aelfric, Abbot of Eynsham. Sermo de sacrificio in die Pascae. aut","Aelfric, Abbot of Eynsham. Sermo de sacrificio in die Pascae. aut","Author"
"Rabanus Maurus, Archbishop of Mainz, 784?","Rabanus Maurus, Archbishop of Mainz, 784?","Author"
"Guillemard, Jean.","Guillemard, Jean.","Author"
